Month,Indicator,Value,Direction
2024-03,Major Port Cargo Traffic,2.7,green
2024-03,MGNREGA work demanded by persons,-18.1,red
2024-03,UPI volume,54.7,green
2024-03,PMI Manufacturing,59.1,green
2024-03,Air passengers,3.7,green
2024-03,Exports,-0.6,red
2024-03,Unemployment in urban areas,0,neutral
2024-03,Youth unemployment in urban areas,0,neutral
2024-03,Female labour force participation in urban areas,0,neutral
2024-03,Wholesale inflation,0.3,neutral
2024-03,Imports,-6.4,red
2024-03,GST,11.5,green
2024-03,Aggregate deposits,13.5,green
2024-03,Credit card payments,3.3,green
2024-03,Non-food credit,20.2,green
2024-03,Three-wheeler registrations,35.9,green
2024-03,Tractor sales,-1.9,neutral
2024-03,Four-wheeler sales,-6.9,red
2024-03,PMI Services,61.2,green
2024-03,PMI Composite,61.8,green
2024-03,Natural gas consumption,12.6,green
2024-03,Two-wheeler sales,6.3,green
2024-03,Electricity demand,9.4,green
2024-03,Petrol consumption,6.9,green
2024-03,Naukri Job Speak Index,-10.8,red
2024-03,E-way bill generation,13.9,green
2024-03,ATF consumption,10.1,green
2024-03,Diesel consumption,2.7,green
2024-03,Rail Freight Traffic,8.6,green
2024-03,Credit and debit card payments,0.3,neutral
2024-03,Air cargo,2.9,green
2024-03,Consumer Durables production,9.5,green
2024-03,IIP,5.5,green
2024-03,Consumer Non-durables production,5.3,green
2024-04,MCEP,53,green
2024-04,Core sector output,6.9,green
2024-04,Retail inflation,4.8,green
2024-04,Major Port Cargo Traffic,2.1,green
2024-04,MGNREGA work demanded by persons,-5,red
2024-04,UPI volume,50.1,green
2024-04,PMI Manufacturing,58.8,green
2024-04,Air passengers,2.4,green
2024-04,Exports,15,green
2024-04,Unemployment in urban areas,0,neutral
2024-04,Youth unemployment in urban areas,0,neutral
2024-04,Female labour force participation in urban areas,0,neutral
2024-04,Wholesale inflation,1.2,neutral
2024-04,Imports,11,green
2024-04,GST,12.4,green
2024-04,Aggregate deposits,12.6,green
2024-04,Credit card payments,7.5,green
2024-04,Non-food credit,19,green
2024-04,Three-wheeler registrations,14.3,green
2024-04,Tractor sales,2.3,green
2024-04,Four-wheeler sales,17.3,green
2024-04,PMI Services,60.8,green
2024-04,PMI Composite,61.5,green
2024-04,Natural gas consumption,4.3,green
2024-04,Two-wheeler sales,34.6,green
2024-04,Electricity demand,10.7,green
2024-04,Petrol consumption,14.2,green
2024-04,Naukri Job Speak Index,-2.7,red
2024-04,E-way bill generation,14.5,green
2024-04,ATF consumption,13.1,green
2024-04,Diesel consumption,1.4,neutral
2024-04,Rail Freight Traffic,1.4,neutral
2024-04,Credit and debit card payments,1.5,neutral
2024-04,Air cargo,0,neutral
2024-04,Consumer Durables production,10.5,green
2024-04,IIP,5.2,green
2024-04,Consumer Non-durables production,-2.5,red
2024-05,MCEP,52.7,green
2024-05,Core sector output,6.8,green
2024-05,Retail inflation,4.8,green
2024-05,Major Port Cargo Traffic,5.8,green
2024-05,MGNREGA work demanded by persons,-12.1,red
2024-05,UPI volume,49.1,green
2024-05,PMI Manufacturing,57.5,green
2024-05,Air passengers,4.4,green
2024-05,Exports,10.9,green
2024-05,Unemployment in urban areas,0,neutral
2024-05,Youth unemployment in urban areas,0,neutral
2024-05,Female labour force participation in urban areas,0,neutral
2024-05,Wholesale inflation,2.7,green
2024-05,Imports,7.3,green
2024-05,GST,10,green
2024-05,Aggregate deposits,14,green
2024-05,Credit card payments,2.2,green
2024-05,Non-food credit,19.8,green
2024-05,Three-wheeler registrations,20.5,green
2024-05,Tractor sales,-1.2,neutral
2024-05,Four-wheeler sales,-0.5,red
2024-05,PMI Services,60.2,green
2024-05,PMI Composite,60.5,green
2024-05,Natural gas consumption,15.5,green
2024-05,Two-wheeler sales,3,green
2024-05,Electricity demand,13.5,green
2024-05,Petrol consumption,3.4,green
2024-05,Naukri Job Speak Index,-1.8,neutral
2024-05,E-way bill generation,17,green
2024-05,ATF consumption,10.9,green
2024-05,Diesel consumption,2.4,green
2024-05,Rail Freight Traffic,3.7,green
2024-05,Credit and debit card payments,2.6,green
2024-05,Air cargo,7.6,green
2024-05,Consumer Durables production,12.6,green
2024-05,IIP,6.3,green
2024-05,Consumer Non-durables production,2.8,green
2024-06,MCEP,51.1,green
2024-06,Core sector output,5,green
2024-06,Retail inflation,5.1,green
2024-06,Major Port Cargo Traffic,4.3,green
2024-06,MGNREGA work demanded by persons,-22.5,red
2024-06,UPI volume,48.7,green
2024-06,PMI Manufacturing,58.3,green
2024-06,Air passengers,5.8,green
2024-06,Exports,3.3,green
2024-06,Unemployment in urban areas,0,neutral
2024-06,Youth unemployment in urban areas,0,neutral
2024-06,Female labour force participation in urban areas,0,neutral
2024-06,Wholesale inflation,3.4,green
2024-06,Imports,4.6,green
2024-06,GST,7.7,green
2024-06,Aggregate deposits,11.1,green
2024-06,Credit card payments,3.4,green
2024-06,Non-food credit,17.4,green
2024-06,Three-wheeler registrations,3.5,green
2024-06,Tractor sales,-27.6,red
2024-06,Four-wheeler sales,-5.1,red
2024-06,PMI Services,60.5,green
2024-06,PMI Composite,60.9,green
2024-06,Natural gas consumption,22.6,green
2024-06,Two-wheeler sales,5.3,green
2024-06,Electricity demand,8.6,green
2024-06,Petrol consumption,4.6,green
2024-06,Naukri Job Speak Index,-7.6,red
2024-06,E-way bill generation,16.3,green
2024-06,ATF consumption,10.1,green
2024-06,Diesel consumption,1,neutral
2024-06,Rail Freight Traffic,10.1,green
2024-06,Credit and debit card payments,5.8,green
2024-06,Air cargo,7.2,green
2024-06,Consumer Durables production,8.8,green
2024-06,IIP,4.9,green
2024-06,Consumer Non-durables production,-1,neutral
2024-07,MCEP,52.8,green
2024-07,Core sector output,6.3,green
2024-07,Retail inflation,3.6,green
2024-07,Major Port Cargo Traffic,5.7,green
2024-07,MGNREGA work demanded by persons,-21.6,red
2024-07,UPI volume,44.9,green
2024-07,PMI Manufacturing,58.1,green
2024-07,Air passengers,7.3,green
2024-07,Exports,-5.2,red
2024-07,Unemployment in urban areas,0,neutral
2024-07,Youth unemployment in urban areas,0,neutral
2024-07,Female labour force participation in urban areas,0,neutral
2024-07,Wholesale inflation,2.1,green
2024-07,Imports,11.2,green
2024-07,GST,10.3,green
2024-07,Aggregate deposits,10.6,green
2024-07,Credit card payments,7.2,green
2024-07,Non-food credit,13.7,green
2024-07,Three-wheeler registrations,7.7,green
2024-07,Tractor sales,-13.7,red
2024-07,Four-wheeler sales,13.2,green
2024-07,PMI Services,60.3,green
2024-07,PMI Composite,60.7,green
2024-07,Natural gas consumption,24,green
2024-07,Two-wheeler sales,17.9,green
2024-07,Electricity demand,6.7,green
2024-07,Petrol consumption,10.5,green
2024-07,Naukri Job Speak Index,11.8,green
2024-07,E-way bill generation,19.2,green
2024-07,ATF consumption,9.6,green
2024-07,Diesel consumption,4.5,green
2024-07,Rail Freight Traffic,4.5,green
2024-07,Credit and debit card payments,8.4,green
2024-07,Air cargo,5.2,green
2024-07,Consumer Durables production,8.2,green
2024-07,IIP,5,green
2024-07,Consumer Non-durables production,-4.2,red
2024-08,MCEP,46.3,green
2024-08,Core sector output,-1.5,neutral
2024-08,Retail inflation,3.7,green
2024-08,Major Port Cargo Traffic,6.7,green
2024-08,MGNREGA work demanded by persons,-17.1,red
2024-08,UPI volume,41.3,green
2024-08,PMI Manufacturing,57.5,green
2024-08,Air passengers,5.7,green
2024-08,Exports,-14.1,red
2024-08,Unemployment in urban areas,0,neutral
2024-08,Youth unemployment in urban areas,0,neutral
2024-08,Female labour force participation in urban areas,0,neutral
2024-08,Wholesale inflation,1.2,neutral
2024-08,Imports,10,green
2024-08,GST,10,green
2024-08,Aggregate deposits,12.7,green
2024-08,Credit card payments,2.2,green
2024-08,Non-food credit,13.6,green
2024-08,Three-wheeler registrations,-9.4,red
2024-08,Tractor sales,-12.4,red
2024-08,Four-wheeler sales,-0.9,red
2024-08,PMI Services,60.9,green
2024-08,PMI Composite,60.7,green
2024-08,Natural gas consumption,3.7,green
2024-08,Two-wheeler sales,6.8,green
2024-08,Electricity demand,-5.2,red
2024-08,Petrol consumption,8.6,green
2024-08,Naukri Job Speak Index,-3.4,red
2024-08,E-way bill generation,12.9,green
2024-08,ATF consumption,8.2,green
2024-08,Diesel consumption,-2.5,red
2024-08,Rail Freight Traffic,0,neutral
2024-08,Credit and debit card payments,6.8,green
2024-08,Air cargo,2.3,green
2024-08,Consumer Durables production,5.4,green
2024-08,IIP,0,neutral
2024-08,Consumer Non-durables production,-4.4,red
2024-09,MCEP,47.5,green
2024-09,Core sector output,2.4,green
2024-09,Retail inflation,5.5,green
2024-09,Major Port Cargo Traffic,5.9,green
2024-09,MGNREGA work demanded by persons,-14.1,red
2024-09,UPI volume,42.5,green
2024-09,PMI Manufacturing,56.5,green
2024-09,Air passengers,6.4,green
2024-09,Exports,-1,neutral
2024-09,Unemployment in urban areas,0,neutral
2024-09,Youth unemployment in urban areas,0,neutral
2024-09,Female labour force participation in urban areas,0,neutral
2024-09,Wholesale inflation,1.9,neutral
2024-09,Imports,7.8,green
2024-09,GST,6.5,green
2024-09,Aggregate deposits,10.4,green
2024-09,Credit card payments,12.6,green
2024-09,Non-food credit,13,green
2024-09,Three-wheeler registrations,-4.1,red
2024-09,Tractor sales,16.5,green
2024-09,Four-wheeler sales,-17.4,red
2024-09,PMI Services,57.7,green
2024-09,PMI Composite,58.3,green
2024-09,Natural gas consumption,2.9,green
2024-09,Two-wheeler sales,-7.9,red
2024-09,Electricity demand,-0.8,red
2024-09,Petrol consumption,3,green
2024-09,Naukri Job Speak Index,-3.8,red
2024-09,E-way bill generation,18.5,green
2024-09,ATF consumption,10.5,green
2024-09,Diesel consumption,-1.9,neutral
2024-09,Rail Freight Traffic,5.2,green
2024-09,Credit and debit card payments,15.2,green
2024-09,Air cargo,9.6,green
2024-09,Consumer Durables production,6.3,green
2024-09,IIP,3.2,green
2024-09,Consumer Non-durables production,2.2,green
2024-10,MCEP,49.8,green
2024-10,Core sector output,3.8,green
2024-10,Retail inflation,6.2,green
2024-10,Major Port Cargo Traffic,-3.3,red
2024-10,MGNREGA work demanded by persons,-9.2,red
2024-10,UPI volume,45.4,green
2024-10,PMI Manufacturing,57.5,green
2024-10,Air passengers,8.1,green
2024-10,Exports,16.6,green
2024-10,Unemployment in urban areas,0,neutral
2024-10,Youth unemployment in urban areas,0,neutral
2024-10,Female labour force participation in urban areas,0,neutral
2024-10,Wholesale inflation,2.8,green
2024-10,Imports,2.1,green
2024-10,GST,8.9,green
2024-10,Aggregate deposits,11.5,green
2024-10,Credit card payments,2.8,green
2024-10,Non-food credit,11.7,green
2024-10,Three-wheeler registrations,17.5,green
2024-10,Tractor sales,3.4,green
2024-10,Four-wheeler sales,39.2,green
2024-10,PMI Services,58.5,green
2024-10,PMI Composite,59.1,green
2024-10,Natural gas consumption,16.2,green
2024-10,Two-wheeler sales,37.6,green
2024-10,Electricity demand,-0.4,red
2024-10,Petrol consumption,8.6,green
2024-10,Naukri Job Speak Index,10,green
2024-10,E-way bill generation,16.9,green
2024-10,ATF consumption,9.4,green
2024-10,Diesel consumption,0.1,neutral
2024-10,Rail Freight Traffic,1.5,neutral
2024-10,Credit and debit card payments,12.8,green
2024-10,Air cargo,11.4,green
2024-10,Consumer Durables production,5.5,green
2024-10,IIP,3.7,green
2024-10,Consumer Non-durables production,2.8,green
2024-11,MCEP,48.5,green
2024-11,Core sector output,5.8,green
2024-11,Retail inflation,5.5,green
2024-11,Major Port Cargo Traffic,-4.7,red
2024-11,MGNREGA work demanded by persons,3,green
2024-11,UPI volume,37.8,green
2024-11,PMI Manufacturing,56.5,green
2024-11,Air passengers,11.9,green
2024-11,Exports,-5.3,red
2024-11,Unemployment in urban areas,0,neutral
2024-11,Youth unemployment in urban areas,0,neutral
2024-11,Female labour force participation in urban areas,0,neutral
2024-11,Wholesale inflation,2.2,green
2024-11,Imports,16,green
2024-11,GST,0.6,neutral
2024-11,Aggregate deposits,11.2,green
2024-11,Credit card payments,1,neutral
2024-11,Non-food credit,10.6,green
2024-11,Three-wheeler registrations,4.5,green
2024-11,Tractor sales,33.8,green
2024-11,Four-wheeler sales,-12.4,red
2024-11,PMI Services,58.4,green
2024-11,PMI Composite,58.6,green
2024-11,Natural gas consumption,4.4,green
2024-11,Two-wheeler sales,16.8,green
2024-11,Electricity demand,3.7,green
2024-11,Petrol consumption,9.5,green
2024-11,Naukri Job Speak Index,2,green
2024-11,E-way bill generation,16.3,green
2024-11,ATF consumption,8.5,green
2024-11,Diesel consumption,8.5,green
2024-11,Rail Freight Traffic,1.4,neutral
2024-11,Credit and debit card payments,9,green
2024-11,Air cargo,-4.5,red
2024-11,Consumer Durables production,14.1,green
2024-11,IIP,5,green
2024-11,Consumer Non-durables production,0.6,neutral
2024-12,MCEP,49,green
2024-12,Core sector output,5.1,green
2024-12,Retail inflation,5.2,green
2024-12,Major Port Cargo Traffic,3.2,green
2024-12,MGNREGA work demanded by persons,7.3,green
2024-12,UPI volume,39.2,green
2024-12,PMI Manufacturing,56.4,green
2024-12,Air passengers,8.2,green
2024-12,Exports,-1.5,neutral
2024-12,Unemployment in urban areas,0,neutral
2024-12,Youth unemployment in urban areas,0,neutral
2024-12,Female labour force participation in urban areas,0,neutral
2024-12,Wholesale inflation,2.6,green
2024-12,Imports,2.2,green
2024-12,GST,7.3,green
2024-12,Aggregate deposits,9.8,green
2024-12,Credit card payments,5.8,green
2024-12,Non-food credit,11.1,green
2024-12,Three-wheeler registrations,-4.4,red
2024-12,Tractor sales,28.5,green
2024-12,Four-wheeler sales,0.6,neutral
2024-12,PMI Services,59.3,green
2024-12,PMI Composite,59.2,green
2024-12,Natural gas consumption,3.9,green
2024-12,Two-wheeler sales,-17.2,red
2024-12,Electricity demand,5.1,green
2024-12,Petrol consumption,11,green
2024-12,Naukri Job Speak Index,8.7,green
2024-12,E-way bill generation,17.6,green
2024-12,ATF consumption,8.7,green
2024-12,Diesel consumption,5.9,green
2024-12,Rail Freight Traffic,1.7,neutral
2024-12,Credit and debit card payments,12.6,green
2024-12,Air cargo,5.4,green
2024-12,Consumer Durables production,8.1,green
2024-12,IIP,3.7,green
2024-12,Consumer Non-durables production,-7.1,red
2025-01,MCEP,48.5,green
2025-01,Core sector output,5.1,green
2025-01,Retail inflation,4.3,green
2025-01,Major Port Cargo Traffic,6.3,green
2025-01,MGNREGA work demanded by persons,13.5,green
2025-01,UPI volume,39.2,green
2025-01,PMI Manufacturing,57.7,green
2025-01,Air passengers,12,green
2025-01,Exports,-2.6,red
2025-01,Unemployment in urban areas,0,neutral
2025-01,Youth unemployment in urban areas,0,neutral
2025-01,Female labour force participation in urban areas,0,neutral
2025-01,Wholesale inflation,2.5,green
2025-01,Imports,10.9,green
2025-01,GST,4.6,green
2025-01,Aggregate deposits,12.1,green
2025-01,Credit card payments,1.1,neutral
2025-01,Non-food credit,11.4,green
2025-01,Three-wheeler registrations,12.4,green
2025-01,Tractor sales,4.4,green
2025-01,Four-wheeler sales,18.7,green
2025-01,PMI Services,56.5,green
2025-01,PMI Composite,57.9,green
2025-01,Natural gas consumption,-7.5,red
2025-01,Two-wheeler sales,5,green
2025-01,Electricity demand,1,neutral
2025-01,Petrol consumption,6.7,green
2025-01,Naukri Job Speak Index,3.9,green
2025-01,E-way bill generation,23.1,green
2025-01,ATF consumption,9.4,green
2025-01,Diesel consumption,4.2,green
2025-01,Rail Freight Traffic,0,neutral
2025-01,Credit and debit card payments,11.9,green
2025-01,Air cargo,7,green
2025-01,Consumer Durables production,7.1,green
2025-01,IIP,5.2,green
2025-01,Consumer Non-durables production,0.1,neutral
2025-02,MCEP,45.7,green
2025-02,Core sector output,3.4,green
2025-02,Retail inflation,3.6,green
2025-02,Major Port Cargo Traffic,6.6,green
2025-02,MGNREGA work demanded by persons,1.5,neutral
2025-02,UPI volume,33.1,green
2025-02,PMI Manufacturing,56.3,green
2025-02,Air passengers,11.6,green
2025-02,Exports,-10.9,red
2025-02,Unemployment in urban areas,0,neutral
2025-02,Youth unemployment in urban areas,0,neutral
2025-02,Female labour force participation in urban areas,0,neutral
2025-02,Wholesale inflation,2.4,green
2025-02,Imports,-15.7,red
2025-02,GST,9.1,green
2025-02,Aggregate deposits,12,green
2025-02,Credit card payments,-2.3,red
2025-02,Non-food credit,10.9,green
2025-02,Three-wheeler registrations,-1.8,neutral
2025-02,Tractor sales,-15.5,red
2025-02,Four-wheeler sales,-7.8,red
2025-02,PMI Services,59,green
2025-02,PMI Composite,58.8,green
2025-02,Natural gas consumption,-5.7,red
2025-02,Two-wheeler sales,-5.5,red
2025-02,Electricity demand,2,green
2025-02,Petrol consumption,5,green
2025-02,Naukri Job Speak Index,4,green
2025-02,E-way bill generation,14.7,green
2025-02,ATF consumption,4.2,green
2025-02,Diesel consumption,-1.3,neutral
2025-02,Rail Freight Traffic,-3,red
2025-02,Credit and debit card payments,9,green
2025-02,Air cargo,-7,red
2025-02,Consumer Durables production,3.9,green
2025-02,IIP,2.7,green
2025-02,Consumer Non-durables production,-1.8,neutral
2025-03,MCEP,49.3,green
2025-03,Core sector output,4.5,green
2025-03,Retail inflation,3.3,green
2025-03,Major Port Cargo Traffic,13.4,green
2025-03,MGNREGA work demanded by persons,1.6,neutral
2025-03,UPI volume,36.2,green
2025-03,PMI Manufacturing,58.1,green
2025-03,Air passengers,8.8,green
2025-03,Exports,0.9,neutral
2025-03,Unemployment in urban areas,0,neutral
2025-03,Youth unemployment in urban areas,0,neutral
2025-03,Female labour force participation in urban areas,0,neutral
2025-03,Wholesale inflation,2.2,green
2025-03,Imports,11.8,green
2025-03,GST,9.9,green
2025-03,Aggregate deposits,10.3,green
2025-03,Credit card payments,1.4,neutral
2025-03,Non-food credit,11,green
2025-03,Three-wheeler registrations,-24,red
2025-03,Tractor sales,-7.3,red
2025-03,Four-wheeler sales,10.5,green
2025-03,PMI Services,58.5,green
2025-03,PMI Composite,59.5,green
2025-03,Natural gas consumption,-12.7,red
2025-03,Two-wheeler sales,-0.9,red
2025-03,Electricity demand,5.7,green
2025-03,Petrol consumption,5.7,green
2025-03,Naukri Job Speak Index,-1.5,neutral
2025-03,E-way bill generation,20.2,green
2025-03,ATF consumption,5.7,green
2025-03,Diesel consumption,0.9,neutral
2025-03,Rail Freight Traffic,2.8,green
2025-03,Credit and debit card payments,15,green
2025-03,Air cargo,8.5,green
2025-03,Consumer Durables production,6.9,green
2025-03,IIP,3.9,green
2025-03,Consumer Non-durables production,-4.1,red
2025-04,MCEP,49.6,green
2025-04,Core sector output,1,neutral
2025-04,Retail inflation,3.2,green
2025-04,Major Port Cargo Traffic,7,green
2025-04,MGNREGA work demanded by persons,-9.7,red
2025-04,UPI volume,34.5,green
2025-04,PMI Manufacturing,58.2,green
2025-04,Air passengers,8.4,green
2025-04,Exports,-3.8,red
2025-04,Unemployment in urban areas,6.5,green
2025-04,Youth unemployment in urban areas,17.2,green
2025-04,Female labour force participation in urban areas,20.5,green
2025-04,Wholesale inflation,0.9,neutral
2025-04,Imports,20,green
2025-04,GST,12.6,green
2025-04,Aggregate deposits,9.8,green
2025-04,Credit card payments,1.9,neutral
2025-04,Non-food credit,10.2,green
2025-04,Three-wheeler registrations,13.7,green
2025-04,Tractor sales,7.3,green
2025-04,Four-wheeler sales,5.3,green
2025-04,PMI Services,58.7,green
2025-04,PMI Composite,59.7,green
2025-04,Natural gas consumption,4.5,green
2025-04,Two-wheeler sales,3.2,green
2025-04,Electricity demand,2.5,green
2025-04,Petrol consumption,5,green
2025-04,Naukri Job Speak Index,8.9,green
2025-04,E-way bill generation,23.4,green
2025-04,ATF consumption,4,green
2025-04,Diesel consumption,4.2,green
2025-04,Rail Freight Traffic,3.8,green
2025-04,Credit and debit card payments,14.4,green
2025-04,Air cargo,11.7,green
2025-04,Consumer Durables production,6.2,green
2025-04,IIP,2.6,green
2025-04,Consumer Non-durables production,-2.7,red
2025-05,MCEP,45.5,green
2025-05,Core sector output,1.2,neutral
2025-05,Retail inflation,2.8,green
2025-05,Major Port Cargo Traffic,4.4,green
2025-05,MGNREGA work demanded by persons,1.1,neutral
2025-05,UPI volume,33.1,green
2025-05,PMI Manufacturing,57.6,green
2025-05,Air passengers,1.9,neutral
2025-05,Exports,-1.2,neutral
2025-05,Unemployment in urban areas,6.9,green
2025-05,Youth unemployment in urban areas,17.9,green
2025-05,Female labour force participation in urban areas,20.2,green
2025-05,Wholesale inflation,0.1,neutral
2025-05,Imports,-1.3,neutral
2025-05,GST,16.4,green
2025-05,Aggregate deposits,9.9,green
2025-05,Credit card payments,0.9,neutral
2025-05,Non-food credit,8.8,green
2025-05,Three-wheeler registrations,3.5,green
2025-05,Tractor sales,2.1,green
2025-05,Four-wheeler sales,0.7,neutral
2025-05,PMI Services,58.8,green
2025-05,PMI Composite,59.3,green
2025-05,Natural gas consumption,-11.7,red
2025-05,Two-wheeler sales,8.4,green
2025-05,Electricity demand,-4.8,red
2025-05,Petrol consumption,9.2,green
2025-05,Naukri Job Speak Index,0.3,neutral
2025-05,E-way bill generation,18.9,green
2025-05,ATF consumption,4.3,green
2025-05,Diesel consumption,2.1,green
2025-05,Rail Freight Traffic,2.8,green
2025-05,Credit and debit card payments,14.1,green
2025-05,Air cargo,2.9,green
2025-05,Consumer Durables production,-0.9,red
2025-05,IIP,1.9,neutral
2025-05,Consumer Non-durables production,-1,neutral
2025-06,MCEP,46.6,green
2025-06,Core sector output,2.2,green
2025-06,Retail inflation,2.1,green
2025-06,Major Port Cargo Traffic,5.5,green
2025-06,MGNREGA work demanded by persons,3.6,green
2025-06,UPI volume,32.5,green
2025-06,PMI Manufacturing,58.4,green
2025-06,Air passengers,3,green
2025-06,Exports,-1.3,neutral
2025-06,Unemployment in urban areas,7.1,green
2025-06,Youth unemployment in urban areas,18.8,green
2025-06,Female labour force participation in urban areas,20.2,green
2025-06,Wholesale inflation,-0.2,red
2025-06,Imports,-3.4,red
2025-06,GST,6.1,green
2025-06,Aggregate deposits,10.1,green
2025-06,Credit card payments,3.1,green
2025-06,Non-food credit,9.3,green
2025-06,Three-wheeler registrations,5.6,green
2025-06,Tractor sales,8.3,green
2025-06,Four-wheeler sales,6,green
2025-06,PMI Services,60.7,green
2025-06,PMI Composite,61,green
2025-06,Natural gas consumption,-12.4,red
2025-06,Two-wheeler sales,5.6,green
2025-06,Electricity demand,-2.3,red
2025-06,Petrol consumption,6.9,green
2025-06,Naukri Job Speak Index,10.5,green
2025-06,E-way bill generation,19.3,green
2025-06,ATF consumption,3.3,green
2025-06,Diesel consumption,1.5,neutral
2025-06,Rail Freight Traffic,0.9,neutral
2025-06,Credit and debit card payments,13.4,green
2025-06,Air cargo,16.1,green
2025-06,Consumer Durables production,2.8,green
2025-06,IIP,1.5,neutral
2025-06,Consumer Non-durables production,-0.9,red
2025-07,MCEP,47.9,green
2025-07,Core sector output,3.7,green
2025-07,Retail inflation,1.6,neutral
2025-07,Major Port Cargo Traffic,4,green
2025-07,MGNREGA work demanded by persons,-11.5,red
2025-07,UPI volume,34.9,green
2025-07,PMI Manufacturing,59.1,green
2025-07,Air passengers,-2.9,red
2025-07,Exports,13.3,green
2025-07,Unemployment in urban areas,7.2,green
2025-07,Youth unemployment in urban areas,19,green
2025-07,Female labour force participation in urban areas,20.7,green
2025-07,Wholesale inflation,-0.6,red
2025-07,Imports,9.1,green
2025-07,GST,7.5,green
2025-07,Aggregate deposits,10.2,green
2025-07,Credit card payments,-1.6,neutral
2025-07,Non-food credit,9.9,green
2025-07,Three-wheeler registrations,-3.2,red
2025-07,Tractor sales,11.3,green
2025-07,Four-wheeler sales,1.5,neutral
2025-07,PMI Services,60.5,green
2025-07,PMI Composite,61.1,green
2025-07,Natural gas consumption,-13.7,red
2025-07,Two-wheeler sales,-5.7,red
2025-07,Electricity demand,2.6,green
2025-07,Petrol consumption,5.9,green
2025-07,Naukri Job Speak Index,6.8,green
2025-07,E-way bill generation,25.8,green
2025-07,ATF consumption,-2.3,red
2025-07,Diesel consumption,2.4,green
2025-07,Rail Freight Traffic,0.1,neutral
2025-07,Credit and debit card payments,13,green
2025-07,Air cargo,13.8,green
2025-07,Consumer Durables production,7.3,green
2025-07,IIP,4.3,green
2025-07,Consumer Non-durables production,0.5,neutral
2025-08,MCEP,48.8,green
2025-08,Core sector output,6.5,green
2025-08,Retail inflation,2.1,green
2025-08,Major Port Cargo Traffic,2.6,green
2025-08,MGNREGA work demanded by persons,-25.4,red
2025-08,UPI volume,33.7,green
2025-08,PMI Manufacturing,59.3,green
2025-08,Air passengers,-1.4,neutral
2025-08,Exports,5.8,green
2025-08,Unemployment in urban areas,6.7,green
2025-08,Youth unemployment in urban areas,18,green
2025-08,Female labour force participation in urban areas,21,green
2025-08,Wholesale inflation,0.5,neutral
2025-08,Imports,-9.6,red
2025-08,GST,6.5,green
2025-08,Aggregate deposits,9.3,green
2025-08,Credit card payments,-1.4,neutral
2025-08,Non-food credit,9.9,green
2025-08,Three-wheeler registrations,12.2,green
2025-08,Tractor sales,32.1,green
2025-08,Four-wheeler sales,3.7,green
2025-08,PMI Services,62.9,green
2025-08,PMI Composite,63.2,green
2025-08,Natural gas consumption,-3.4,red
2025-08,Two-wheeler sales,3.1,green
2025-08,Electricity demand,3.8,green
2025-08,Petrol consumption,5.5,green
2025-08,Naukri Job Speak Index,3.4,green
2025-08,E-way bill generation,22.4,green
2025-08,ATF consumption,-3,red
2025-08,Diesel consumption,1.2,neutral
2025-08,Rail Freight Traffic,3.1,green
2025-08,Credit and debit card payments,13.8,green
2025-08,Air cargo,13.5,green
2025-08,Consumer Durables production,3.5,green
2025-08,IIP,4.1,green
2025-08,Consumer Non-durables production,-6.4,red
2025-09,MCEP,51.6,green
2025-09,Core sector output,3.3,green
2025-09,Retail inflation,1.4,neutral
2025-09,Major Port Cargo Traffic,11.5,green
2025-09,MGNREGA work demanded by persons,-26.9,red
2025-09,UPI volume,30.5,green
2025-09,PMI Manufacturing,57.7,green
2025-09,Air passengers,-2.9,red
2025-09,Exports,6.1,green
2025-09,Unemployment in urban areas,6.8,green
2025-09,Youth unemployment in urban areas,18.5,green
2025-09,Female labour force participation in urban areas,20.9,green
2025-09,Wholesale inflation,0.2,neutral
2025-09,Imports,17.6,green
2025-09,GST,9.1,green
2025-09,Aggregate deposits,9.4,green
2025-09,Credit card payments,1.9,neutral
2025-09,Non-food credit,10.2,green
2025-09,Three-wheeler registrations,5,green
2025-09,Tractor sales,4,green
2025-09,Four-wheeler sales,11,green
2025-09,PMI Services,60.9,green
2025-09,PMI Composite,61.9,green
2025-09,Natural gas consumption,5.8,green
2025-09,Two-wheeler sales,7.6,green
2025-09,Electricity demand,3.5,green
2025-09,Petrol consumption,7.9,green
2025-09,Naukri Job Speak Index,10.1,green
2025-09,E-way bill generation,21,green
2025-09,ATF consumption,-0.8,red
2025-09,Diesel consumption,6.5,green
2025-09,Rail Freight Traffic,-1.9,neutral
2025-09,Credit and debit card payments,13.7,green
2025-09,Air cargo,23.7,green
2025-09,Consumer Durables production,10,green
2025-09,IIP,4.6,green
2025-09,Consumer Non-durables production,-0.3,red
2025-10,MCEP,48.1,green
2025-10,Core sector output,-0.1,red
2025-10,Retail inflation,0.3,neutral
2025-10,Major Port Cargo Traffic,12.1,green
2025-10,MGNREGA work demanded by persons,-35.7,red
2025-10,UPI volume,24.8,green
2025-10,PMI Manufacturing,59.2,green
2025-10,Air passengers,2.7,green
2025-10,Exports,-12.3,red
2025-10,Unemployment in urban areas,7,green
2025-10,Youth unemployment in urban areas,18.4,green
2025-10,Female labour force participation in urban areas,20.4,green
2025-10,Wholesale inflation,-1,neutral
2025-10,Imports,16.7,green
2025-10,GST,4.6,green
2025-10,Aggregate deposits,10.8,green
2025-10,Credit card payments,-3.7,red
