Base Year,Year,Month,Type,Category,Sub Category,Index,Growth Rate
2011-12,2016,May,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",120.3,6.6
2011-12,2016,May,Sectoral,Manufacturing,Manufacture of Electrical Equipment,125.4,1.5
2011-12,2016,May,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,108.1,15
2011-12,2016,May,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",104.1,3.3
2011-12,2016,May,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,122.5,13.6
2011-12,2016,May,Sectoral,Manufacturing,Manufacture of Furniture,167.1,-8.7
2011-12,2016,May,Sectoral,Manufacturing,Other Manufacturing,104.2,1.8
2011-12,2016,May,Sectoral,Manufacturing,,122.4,7.7
2011-12,2016,May,Sectoral,Electricity,,146,6.1
2011-12,2016,May,Use-based category,Primary Goods,,117.6,4.6
2011-12,2016,May,Use-based category,Intermediate Goods,,122.5,4.3
2011-12,2016,May,Use-based category,Infrastructure/ Construction Goods,,130.9,7.4
2011-12,2016,May,Use-based category,Consumer Non-durables,,128.4,11.3
2011-12,2016,May,Use-based category,Consumer Durables,,124.3,9.9
2011-12,2016,May,Use-based category,Capital Goods,,101.3,14.7
2011-12,2016,April,General,General,,113.7,6
2011-12,2016,April,Sectoral,Mining,,95.9,6.7
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Food Products,95.1,-12.8
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Beverages,133.8,9.1
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Tobacco Products,62.5,-51.8
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Textiles,114.3,-2
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Wearing Apparel,150.7,29.8
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Leather and Related Products,128.9,1
2011-12,2016,April,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",90.2,5.4
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,112.6,-2.3
2011-12,2016,April,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,102.6,7.4
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,114.7,18.5
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,109.6,1.9
2011-12,2016,April,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",139.4,18.2
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,117.2,2.4
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,113.3,4.1
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Basic Metals,122.4,-1.4
2011-12,2016,April,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",102.4,16.4
2011-12,2016,April,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",116.1,-0.2
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Electrical Equipment,116.9,3.7
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,98.6,9
2011-12,2016,April,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",99.8,0.9
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,115.3,10.1
2011-12,2016,April,Sectoral,Manufacturing,Manufacture of Furniture,178.2,26.1
2011-12,2016,April,Sectoral,Manufacturing,Other Manufacturing,130.5,31.7
2011-12,2016,April,Sectoral,Manufacturing,,114,4.9
2011-12,2016,April,Sectoral,Electricity,,142.9,14.4
2011-12,2016,April,Use-based category,Primary Goods,,113.1,12.6
2011-12,2016,April,Use-based category,Intermediate Goods,,115.4,-0.3
2011-12,2016,April,Use-based category,Infrastructure/ Construction Goods,,119.6,0.8
2011-12,2016,April,Use-based category,Consumer Non-durables,,113.5,0.2
2011-12,2016,April,Use-based category,Consumer Durables,,120.6,9.3
2011-12,2016,April,Use-based category,Capital Goods,,93.4,9.2
2011-12,2016,March,General,General,,127.6,5.2
2011-12,2016,March,Sectoral,Mining,,116,4.7
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Food Products,112.7,-8
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Beverages,133.9,5.2
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Tobacco Products,144.9,19.6
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Textiles,120.9,-4.7
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Wearing Apparel,193.2,40.2
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Leather and Related Products,131.4,-1.4
2011-12,2016,March,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",106.9,5.4
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,123.9,4.6
2011-12,2016,March,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,110.2,-1.1
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,126.7,13.3
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,120.4,7.5
2011-12,2016,March,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",141.4,-6.3
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,123.9,0
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,123.5,9.3
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Basic Metals,138.7,11.8
2011-12,2016,March,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",120.2,-2.8
2011-12,2016,March,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",120.6,4
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Electrical Equipment,138.2,-0.4
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,139,3.6
2011-12,2016,March,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",106.8,-9.3
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,122.4,3.7
2011-12,2016,March,Sectoral,Manufacturing,Manufacture of Furniture,201.1,41.6
2011-12,2016,March,Sectoral,Manufacturing,Other Manufacturing,134.6,-0.4
2011-12,2016,March,Sectoral,Manufacturing,,128.5,4.6
2011-12,2016,March,Sectoral,Electricity,,139.3,11.9
2011-12,2016,March,Use-based category,Primary Goods,,125.2,9.7
2011-12,2016,March,Use-based category,Intermediate Goods,,130.1,5.3
2011-12,2016,March,Use-based category,Infrastructure/ Construction Goods,,134.1,11.3
2011-12,2016,March,Use-based category,Consumer Non-durables,,125.9,-3.7
2011-12,2016,March,Use-based category,Consumer Durables,,129,2.2
2011-12,2016,March,Use-based category,Capital Goods,,123.1,1
2011-12,2016,February,General,General,,117.8,7.2
2011-12,2016,February,Sectoral,Mining,,105.6,11.3
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Food Products,120.3,-4.1
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Beverages,113.2,7.3
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Tobacco Products,159,19.7
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Textiles,116.7,3
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Wearing Apparel,149.1,18.5
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Leather and Related Products,139.8,5.7
2011-12,2016,February,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",102.6,6.7
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,113.8,3.5
2011-12,2016,February,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,103.6,10
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,114.5,10.7
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,110.8,8.6
2011-12,2016,February,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",133.7,0.9
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,118,3.5
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,117.9,13.5
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Basic Metals,126.1,8
2011-12,2016,February,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",113.9,12.4
2011-12,2016,February,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",121.6,4.6
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Electrical Equipment,127.7,5.5
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,108.6,0.6
2011-12,2016,February,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",101.9,-3.5
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,115.8,12.6
2011-12,2016,February,Sectoral,Manufacturing,Manufacture of Furniture,161.4,19.4
2011-12,2016,February,Sectoral,Manufacturing,Other Manufacturing,127,16.8
2011-12,2016,February,Sectoral,Manufacturing,,118.9,6.3
2011-12,2016,February,Sectoral,Electricity,,128.6,9.5
2011-12,2016,February,Use-based category,Primary Goods,,114.3,10.5
2011-12,2016,February,Use-based category,Intermediate Goods,,118,5.3
2011-12,2016,February,Use-based category,Infrastructure/ Construction Goods,,125,11.1
2011-12,2016,February,Use-based category,Consumer Non-durables,,123.6,1.4
2011-12,2016,February,Use-based category,Consumer Durables,,121,6.7
2011-12,2016,February,Use-based category,Capital Goods,,104.4,4.3
2011-12,2016,January,General,General,,118.9,4
2011-12,2016,January,Sectoral,Mining,,105.3,2.2
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Food Products,126.5,-3
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Beverages,129.5,40.8
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Tobacco Products,132,5.7
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Textiles,121.1,2.9
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Wearing Apparel,145.6,11.2
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Leather and Related Products,132.7,3.3
2011-12,2016,January,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",92.6,2.3
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,113.2,-2.5
2011-12,2016,January,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,101.9,8.1
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,121.8,7.6
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,114.4,3.2
2011-12,2016,January,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",136.8,7.6
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,120,-0.1
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,119.3,6.4
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Basic Metals,126.8,-1.2
2011-12,2016,January,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",111.4,13.1
2011-12,2016,January,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",120.7,3.4
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Electrical Equipment,121.9,11.6
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,101.7,8.9
2011-12,2016,January,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",98.5,-4
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,111.6,1.2
2011-12,2016,January,Sectoral,Manufacturing,Manufacture of Furniture,160.5,34.3
2011-12,2016,January,Sectoral,Manufacturing,Other Manufacturing,128.9,10.6
2011-12,2016,January,Sectoral,Manufacturing,,120.1,4.1
2011-12,2016,January,Sectoral,Electricity,,132.1,6.2
2011-12,2016,January,Use-based category,Primary Goods,,117.5,4.5
2011-12,2016,January,Use-based category,Intermediate Goods,,120,2.5
2011-12,2016,January,Use-based category,Infrastructure/ Construction Goods,,125.4,2.2
2011-12,2016,January,Use-based category,Consumer Non-durables,,126.4,3.5
2011-12,2016,January,Use-based category,Consumer Durables,,119.1,3.1
2011-12,2016,January,Use-based category,Capital Goods,,99.4,12.6
2011-12,2015,December,General,General,,118.9,3.1
2011-12,2015,December,Sectoral,Mining,,103,4.1
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Food Products,128.3,-5.7
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Beverages,104.7,16.6
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Tobacco Products,119.1,-18.2
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Textiles,120.8,2.5
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Wearing Apparel,160.3,29.6
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Leather and Related Products,128.4,-0.2
2011-12,2015,December,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",107.9,5.1
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,122,6.6
2011-12,2015,December,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,109.9,-6.9
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,118.3,1.9
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,115.2,3.1
2011-12,2015,December,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",153.2,23.9
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,119.9,-1
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,113,1.4
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Basic Metals,121.7,-1.9
2011-12,2015,December,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",110.3,-1.6
2011-12,2015,December,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",116.2,21.5
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Electrical Equipment,146.3,5.2
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,110.7,5.1
2011-12,2015,December,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",98.3,1.2
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,105.7,0.1
2011-12,2015,December,Sectoral,Manufacturing,Manufacture of Furniture,159.9,27.5
2011-12,2015,December,Sectoral,Manufacturing,Other Manufacturing,115.2,-5.3
2011-12,2015,December,Sectoral,Manufacturing,,120.7,2.9
2011-12,2015,December,Sectoral,Electricity,,129.5,3.4
2011-12,2015,December,Use-based category,Primary Goods,,114.8,2.7
2011-12,2015,December,Use-based category,Intermediate Goods,,119.4,1.9
2011-12,2015,December,Use-based category,Infrastructure/ Construction Goods,,119.2,-0.1
2011-12,2015,December,Use-based category,Consumer Non-durables,,131.6,5.4
2011-12,2015,December,Use-based category,Consumer Durables,,123,5.2
2011-12,2015,December,Use-based category,Capital Goods,,103.7,4.7
2011-12,2015,November,General,General,,110.3,0.8
2011-12,2015,November,Sectoral,Mining,,98.2,5.7
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Food Products,102.9,-6.8
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Beverages,95.2,8.3
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Tobacco Products,107.6,-15.9
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Textiles,111,-3
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Wearing Apparel,120.9,18.3
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Leather and Related Products,106.3,-9.5
2011-12,2015,November,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",87.9,-3.1
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,113.7,3.6
2011-12,2015,November,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,93.9,-8.7
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,116.7,4.2
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,106.1,-2.8
2011-12,2015,November,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",147.1,35.5
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,109.7,-7.7
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,99.8,0.8
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Basic Metals,115.1,-7
2011-12,2015,November,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",102.3,3.2
2011-12,2015,November,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",107.9,5.3
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Electrical Equipment,132.3,-5
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,97.6,-0.7
2011-12,2015,November,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",91.8,-12.6
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,105,-6.7
2011-12,2015,November,Sectoral,Manufacturing,Manufacture of Furniture,137.9,21.3
2011-12,2015,November,Sectoral,Manufacturing,Other Manufacturing,108.8,46.4
2011-12,2015,November,Sectoral,Manufacturing,,111.2,0
2011-12,2015,November,Sectoral,Electricity,,123.2,1.1
2011-12,2015,November,Use-based category,Primary Goods,,110.9,3.8
2011-12,2015,November,Use-based category,Intermediate Goods,,111.4,-2.6
2011-12,2015,November,Use-based category,Infrastructure/ Construction Goods,,109.4,-5.3
2011-12,2015,November,Use-based category,Consumer Non-durables,,116.7,5.3
2011-12,2015,November,Use-based category,Consumer Durables,,110.8,-4.5
2011-12,2015,November,Use-based category,Capital Goods,,93.7,6.4
2011-12,2015,October,General,General,,115.5,9
2011-12,2015,October,Sectoral,Mining,,100,12.2
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Food Products,97.8,1.1
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Beverages,100,5.9
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Tobacco Products,122.9,5.7
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Textiles,123,9.1
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Wearing Apparel,133.3,43.8
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Leather and Related Products,112.4,10.5
2011-12,2015,October,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",97,14.4
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,123.4,9.1
2011-12,2015,October,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,103.9,9.5
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,107.8,-3.5
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,115.6,10.5
2011-12,2015,October,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",136.9,42.9
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,116.2,5.9
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,108.8,6.1
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Basic Metals,119,-3.9
2011-12,2015,October,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",108.9,17.6
2011-12,2015,October,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",148.5,24.1
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Electrical Equipment,143.2,18.6
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,106.9,21.8
2011-12,2015,October,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",100.6,5.9
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,125.3,10.9
2011-12,2015,October,Sectoral,Manufacturing,Manufacture of Furniture,152.9,41.2
2011-12,2015,October,Sectoral,Manufacturing,Other Manufacturing,127.9,69.2
2011-12,2015,October,Sectoral,Manufacturing,,115.7,8.5
2011-12,2015,October,Sectoral,Electricity,,140.9,8.3
2011-12,2015,October,Use-based category,Primary Goods,,113.3,5.9
2011-12,2015,October,Use-based category,Intermediate Goods,,116.8,5
2011-12,2015,October,Use-based category,Infrastructure/ Construction Goods,,116.2,1
2011-12,2015,October,Use-based category,Consumer Non-durables,,115.6,15.3
2011-12,2015,October,Use-based category,Consumer Durables,,128.8,17.7
2011-12,2015,October,Use-based category,Capital Goods,,98.9,20.3
2011-12,2015,September,General,General,,112.6,2.2
2011-12,2015,September,Sectoral,Mining,,88.8,7.2
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Food Products,95.6,-1.4
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Beverages,92.4,-5.7
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Tobacco Products,123.8,-6.2
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Textiles,123.7,5.7
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Wearing Apparel,105.5,-4.4
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Leather and Related Products,113.6,-3.6
2011-12,2015,September,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",102.1,-3.8
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,116.8,1.7
2011-12,2015,September,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,111.5,5.6
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,106.1,-1.4
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,116.7,5.7
2011-12,2015,September,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",125,8.5
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,120.3,5.5
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,102.7,-2.9
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Basic Metals,118.6,-0.8
2011-12,2015,September,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",107.2,-3.4
2011-12,2015,September,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",145.1,0.3
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Electrical Equipment,133.5,-12.3
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,123.8,7.7
2011-12,2015,September,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",103.2,-3.1
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,121.5,-2.6
2011-12,2015,September,Sectoral,Manufacturing,Manufacture of Furniture,156.6,22.5
2011-12,2015,September,Sectoral,Manufacturing,Other Manufacturing,124.8,22.5
2011-12,2015,September,Sectoral,Manufacturing,,114.4,0.6
2011-12,2015,September,Sectoral,Electricity,,138.5,10.4
2011-12,2015,September,Use-based category,Primary Goods,,107.4,5.6
2011-12,2015,September,Use-based category,Intermediate Goods,,119,1.3
2011-12,2015,September,Use-based category,Infrastructure/ Construction Goods,,114.7,1.6
2011-12,2015,September,Use-based category,Consumer Non-durables,,109.9,1.6
2011-12,2015,September,Use-based category,Consumer Durables,,122.8,-2.8
2011-12,2015,September,Use-based category,Capital Goods,,107,2.4
2011-12,2015,August,General,General,,112,3.7
2011-12,2015,August,Sectoral,Mining,,88.5,6
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Food Products,92.8,-9.6
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Beverages,86.5,-8.6
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Tobacco Products,145,12.5
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Textiles,122.9,-2.7
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Wearing Apparel,104.4,0.9
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Leather and Related Products,113.7,4.1
2011-12,2015,August,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",97.2,3.2
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,112.8,-4.3
2011-12,2015,August,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,105.4,12.5
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,116.6,9.5
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,112.2,0.7
2011-12,2015,August,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",125.5,12.9
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,121.1,7.6
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,103,2.1
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Basic Metals,124,0.2
2011-12,2015,August,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",96.8,1.1
2011-12,2015,August,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",122,-4.7
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Electrical Equipment,114.1,3.6
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,106.7,8.8
2011-12,2015,August,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",101,-1.9
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,110.3,3
2011-12,2015,August,Sectoral,Manufacturing,Manufacture of Furniture,152.3,36.3
2011-12,2015,August,Sectoral,Manufacturing,Other Manufacturing,136.1,52.2
2011-12,2015,August,Sectoral,Manufacturing,,113.4,3.2
2011-12,2015,August,Sectoral,Electricity,,140.5,5.6
2011-12,2015,August,Use-based category,Primary Goods,,111.1,7.3
2011-12,2015,August,Use-based category,Intermediate Goods,,118.2,0.5
2011-12,2015,August,Use-based category,Infrastructure/ Construction Goods,,117.3,4.5
2011-12,2015,August,Use-based category,Consumer Non-durables,,110.2,1.5
2011-12,2015,August,Use-based category,Consumer Durables,,114.4,1.8
2011-12,2015,August,Use-based category,Capital Goods,,94.3,2.8
2011-12,2015,July,General,General,,111.8,1.3
2011-12,2015,July,Sectoral,Mining,,87.6,3.5
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Food Products,88.4,-21.8
